City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
316,Vanimo,-2.6741,141.3028,77.4,90,64,3.89,PG,4/16/22 21:19
317,Pacifica,37.6138,-122.4869,65.26,75,20,16.11,US,4/16/22 21:19
318,Zabol,32.25,67.25,65.03,24,100,3.33,AF,4/16/22 21:20
319,Bereda,43.2686,-7.5406,52.14,95,44,2.46,ES,4/16/22 21:20
320,Tilichiki,60.4667,166.1,27.05,87,98,4.83,RU,4/16/22 21:20
321,Baykit,61.67,96.37,37.26,98,100,3.85,RU,4/16/22 21:20
322,Sola,-13.8833,167.55,81.27,94,20,0,VU,4/16/22 21:20
323,Nouakchott,18.0858,-15.9785,60.73,87,1,13.29,MR,4/16/22 21:18
324,Burnie,-41.0667,145.9167,60.26,94,100,8.05,AU,4/16/22 21:20
325,Harrison,30.4091,-89.0436,84.22,69,0,12.66,US,4/16/22 21:20
326,Sheridan,44.8333,-106.9173,41.45,54,0,21.85,US,4/16/22 21:20
327,Prince Rupert,54.3161,-130.3201,48.29,40,0,5.75,CA,4/16/22 21:18
328,Faanui,-16.4833,-151.75,82.02,71,8,14.85,PF,4/16/22 21:20
329,Buin,-33.7333,-70.75,73.44,24,0,6.24,CL,4/16/22 21:20
330,Heishan,41.6892,122.1128,49.53,30,0,4.54,CN,4/16/22 21:20
331,Sao Joao Da Barra,-21.6403,-41.0511,75.29,66,89,16.13,BR,4/16/22 21:20
332,Saint-Pierre,-21.3393,55.4781,74.91,80,20,6.91,RE,4/16/22 21:20
333,Balakhninskiy,58.0106,114.2769,23.07,96,100,2.84,RU,4/16/22 21:20
334,Nokha,27.6,73.4167,82.24,25,0,9.84,IN,4/16/22 21:20
335,Thaton,16.9206,97.3714,81.66,77,51,0.92,MM,4/16/22 21:20
336,Cidreira,-30.1811,-50.2056,66.18,71,100,7.67,BR,4/16/22 21:20
337,Mayo,38.8876,-76.5119,79.21,61,75,13.8,US,4/16/22 21:20
338,Peniche,39.3558,-9.3811,57.29,90,83,14.14,PT,4/16/22 21:20
339,Karatau,43.1667,70.4667,61.14,44,81,2.82,KZ,4/16/22 21:20
340,Celestun,20.8667,-90.4,83.21,68,3,16.08,MX,4/16/22 21:20
341,Esperance,-33.8667,121.9,63.7,67,89,12.73,AU,4/16/22 21:20
342,Verkhniy Rohachyk,47.2505,34.338,48.27,77,94,8.08,UA,4/16/22 21:20
343,Mocuba,-16.8392,36.9856,70.74,99,29,0.78,MZ,4/16/22 21:20
344,Luena,-11.7833,19.9167,61.57,97,74,3.58,AO,4/16/22 21:20
345,Sioux Lookout,50.1001,-91.917,26.67,59,100,10.36,CA,4/16/22 21:20
346,Manta,-0.95,-80.7333,83.98,79,20,10.36,EC,4/16/22 21:20
347,Puerto Del Rosario,28.5004,-13.8627,67.75,77,0,11.5,ES,4/16/22 21:20
348,Palmer,42.1584,-72.3287,62.15,54,100,16.11,US,4/16/22 21:20
349,Bintulu,3.1667,113.0333,79.21,94,40,2.3,MY,4/16/22 21:20
350,Fairbanks,64.8378,-147.7164,33.76,34,0,11.5,US,4/16/22 21:20
351,Karratha,-20.7377,116.8463,82.53,43,40,6.85,AU,4/16/22 21:20
352,Dillon,34.4166,-79.3712,77.34,61,100,11.74,US,4/16/22 21:20
353,Waipawa,-41.4122,175.5153,53.69,67,78,5.77,NZ,4/16/22 21:20
354,Nanortalik,60.1432,-45.2371,30.52,84,7,10,GL,4/16/22 21:20
355,Mareeba,-17,145.4333,70.52,97,100,1.97,AU,4/16/22 21:20
356,Baherden,38.4362,57.4316,61.68,59,100,11.79,TM,4/16/22 21:20
357,Hamilton,39.1834,-84.5333,63.95,41,20,18.41,US,4/16/22 21:19
358,Saldanha,-33.0117,17.9442,59.05,59,0,11.83,ZA,4/16/22 21:20
359,Kupang,-10.1667,123.5833,77.32,84,48,5.59,ID,4/16/22 21:20
360,Yar-Sale,66.8333,70.8333,12.88,92,99,14.5,RU,4/16/22 21:20
361,Nianzishan,47.5167,122.8833,34.75,36,42,3.27,CN,4/16/22 21:20
362,Landerneau,48.4525,-4.2525,61.56,71,0,6.91,FR,4/16/22 21:20
363,Mount Gambier,-37.8333,140.7667,68.77,38,100,14.36,AU,4/16/22 21:21
364,Sayat,38.7839,63.8803,69.93,43,99,16.37,TM,4/16/22 21:21
365,Wanaka,-44.7,169.15,43.11,73,100,1.99,NZ,4/16/22 21:21
366,Bay City,43.5945,-83.8889,39.52,58,100,16.11,US,4/16/22 21:21
367,Flin Flon,54.7682,-101.865,30.04,37,100,8.05,CA,4/16/22 21:22
368,Puerto Escondido,15.85,-97.0667,86.83,70,20,9.22,MX,4/16/22 21:22
369,Garachine,8.0647,-78.3628,83.97,73,51,3.09,PA,4/16/22 21:22
370,Den Helder,52.9599,4.7593,51.98,61,10,10.36,NL,4/16/22 21:22
371,Malakal,9.5334,31.6605,83.55,53,91,9.1,SS,4/16/22 21:22
372,Linxia,35.6003,103.2064,37.08,94,100,6.04,CN,4/16/22 21:22
373,Provideniya,64.3833,-173.3,31.82,91,98,12.66,RU,4/16/22 21:22
374,Marienburg,54.0359,19.0266,37.11,90,84,6.26,PL,4/16/22 21:22
375,Sembe,1.6481,14.5806,75.42,82,50,2.55,CG,4/16/22 21:22
376,Gorontalo,0.5412,123.0595,74.48,96,73,4.05,ID,4/16/22 21:22
377,San Vicente,-26.6167,-54.1333,62.76,63,0,2.26,AR,4/16/22 21:22
378,Ibipeba,-11.6408,-42.0111,75.85,74,98,2.33,BR,4/16/22 21:22
379,Katangli,51.7102,143.2326,28.22,93,100,13.67,RU,4/16/22 21:22
380,Yeppoon,-23.1333,150.7333,65.98,83,7,10.94,AU,4/16/22 21:22
381,Lazaro Cardenas,17.9583,-102.2,83.07,55,46,10.83,MX,4/16/22 21:22
382,Capiibary,-24.8,-56.0333,67.5,60,6,4.36,PY,4/16/22 21:22
383,Nazarovo,56.0064,90.3914,43.32,72,94,5.64,RU,4/16/22 21:22
384,Huaral,-11.495,-77.2078,70.79,71,100,8.16,PE,4/16/22 21:22
385,Gbongan,7.4667,4.35,76.48,86,69,2.53,NG,4/16/22 21:22
386,Xiuyan,40.2928,123.2744,47.57,22,0,2.1,CN,4/16/22 21:22
387,Norman Wells,65.282,-126.8329,15.84,41,20,3.44,CA,4/16/22 21:22
388,Biltine,14.5333,20.9167,90.79,20,48,5.59,TD,4/16/22 21:22
389,Hofn,64.2539,-15.2082,45.57,100,100,12.39,IS,4/16/22 21:22
390,Kavieng,-2.5744,150.7967,81.99,78,50,8.68,PG,4/16/22 21:22
391,Burgeo,47.6167,-57.6152,41.4,76,71,9.46,CA,4/16/22 21:22
392,Dalbandin,28.8947,64.4101,80.49,18,65,2.64,PK,4/16/22 21:22
393,Kamenka,51.3223,42.7678,50.47,78,100,11.36,RU,4/16/22 21:22
394,Chernyshkovskiy,48.4219,42.2308,55,60,99,5.95,RU,4/16/22 21:22
395,Morant Bay,17.8815,-76.4093,82.71,66,5,10.89,JM,4/16/22 21:22
396,Ostrovnoy,68.0531,39.5131,31.24,85,100,16.04,RU,4/16/22 21:22
397,Elizabeth City,36.2946,-76.2511,74.05,70,0,13.8,US,4/16/22 21:21
398,Kaitangata,-46.2817,169.8464,45.45,78,76,3.15,NZ,4/16/22 21:22
399,Cherskiy,68.75,161.3,17.64,93,100,9.01,RU,4/16/22 21:22
400,Port Lincoln,-34.7333,135.8667,65.01,88,100,10.2,AU,4/16/22 21:22
401,Mandalgovi,45.7625,106.2708,35.11,47,100,13.91,MN,4/16/22 21:22
402,Poum,-20.2333,164.0167,77.94,69,4,6.69,NC,4/16/22 21:21
403,Batemans Bay,-35.7167,150.1833,58.1,86,11,4.61,AU,4/16/22 21:22
404,Keningau,5.3378,116.1602,69.48,97,99,1.1,MY,4/16/22 21:22
405,Antofagasta,-23.65,-70.4,63.68,78,18,7.99,CL,4/16/22 21:22
406,Guozhen,34.3659,107.359,46.65,82,100,3.18,CN,4/16/22 21:22
407,Darnah,32.767,22.6367,66.2,70,100,20.24,LY,4/16/22 21:22
408,Oussouye,12.485,-16.5469,73.58,67,16,13.76,SN,4/16/22 21:22
409,Tiassale,5.8983,-4.8283,76.3,95,100,3.74,CI,4/16/22 21:22
410,Honiara,-9.4333,159.95,79.38,84,100,3.76,SB,4/16/22 21:22
411,Teculutan,14.9833,-89.7167,97.59,31,92,8.25,GT,4/16/22 21:22
412,Cobija,-11.0267,-68.7692,82.15,70,95,0.18,BO,4/16/22 21:22
413,Fort Nelson,58.8053,-122.7002,20.79,58,75,4.61,CA,4/16/22 21:22
414,Guerrero Negro,27.9769,-114.0611,67.42,63,100,22.62,MX,4/16/22 21:22
415,Ocean City,39.2776,-74.5746,76.01,72,22,11.99,US,4/16/22 21:21
416,Moindou,-21.6924,165.677,75.58,71,4,4,NC,4/16/22 21:23
417,Weimar,50.9833,11.3167,43.81,82,49,2.01,DE,4/16/22 21:23
418,Zelenogorskiy,55.0333,87,37.08,95,86,3.91,RU,4/16/22 21:23
419,Yaring,6.8662,101.3689,80.29,87,57,5.1,TH,4/16/22 21:23
420,Popondetta,-8.7537,148.2534,75.27,92,88,2.35,PG,4/16/22 21:23
421,Trapani,37.8333,12.6667,58.24,82,40,6.91,IT,4/16/22 21:19
422,Singleton,-32.5667,151.1833,53.98,98,1,0.96,AU,4/16/22 21:23
423,Machilipatnam,16.1667,81.1333,82.67,85,58,13.67,IN,4/16/22 21:23
424,Ponta Do Sol,32.6667,-17.1,72.23,45,100,7.49,PT,4/16/22 21:23
425,Grindavik,63.8424,-22.4338,48.15,100,100,17.27,IS,4/16/22 21:23
426,Beringovskiy,63.05,179.3167,30.22,98,100,17.96,RU,4/16/22 21:23
427,Lakhtar,22.85,71.7833,82.63,43,0,8.79,IN,4/16/22 21:19
428,Laguna,38.421,-121.4238,68.92,66,100,11.5,US,4/16/22 21:23
429,Phan Thiet,10.9333,108.1,77,88,12,5.19,VN,4/16/22 21:23
430,Westport,41.1415,-73.3579,67.12,71,20,14.97,US,4/16/22 21:23
431,Redmond,47.674,-122.1215,53.65,63,100,14,US,4/16/22 21:23
432,Seddon,-37.8068,144.8916,64.8,66,0,14.97,AU,4/16/22 21:23
433,Tiarei,-17.5333,-149.3333,86.02,74,7,13.69,PF,4/16/22 21:23
434,Tommot,58.9564,126.2925,22.14,97,100,1.99,RU,4/16/22 21:23
435,Sorland,67.667,12.6934,42.48,99,100,15.08,NO,4/16/22 21:23
436,Tromso,69.6496,18.957,41.02,87,75,13.8,NO,4/16/22 21:23
437,Nome,64.5011,-165.4064,33.17,74,100,21.85,US,4/16/22 21:23
438,Salinas,36.6777,-121.6555,64.49,72,100,14.97,US,4/16/22 21:23
439,Vilyuysk,63.7553,121.6247,1.04,100,96,2.93,RU,4/16/22 21:23
440,Krasnovishersk,60.4078,57.082,13.37,99,78,2.15,RU,4/16/22 21:23
441,Yakeshi,49.2833,120.7333,27.1,54,25,3.65,CN,4/16/22 21:23
442,Sibut,5.718,19.0739,78.24,60,1,2.08,CF,4/16/22 21:23
443,Cizre,37.3272,42.1903,57.27,49,0,5.1,TR,4/16/22 21:23
444,Avera,33.194,-82.5271,72.91,76,100,6.08,US,4/16/22 21:23
445,San Borja,-14.8167,-66.85,82.98,59,11,1.41,BO,4/16/22 21:23
446,Kerema,-7.9631,145.7785,78.19,86,100,2.98,PG,4/16/22 21:23
447,Salta,-24.7859,-65.4117,67.57,62,40,11.5,AR,4/16/22 21:20
448,Quetta,30.199,67.0097,67.64,17,36,1.74,PK,4/16/22 21:23
449,Lodwar,3.1191,35.5973,80.46,60,100,4.88,KE,4/16/22 21:23
450,Klaksvik,62.2266,-6.589,49.12,92,100,22.12,FO,4/16/22 21:23
451,Arlit,18.7369,7.3853,81.27,10,100,9.91,NE,4/16/22 21:23
452,Paungde,18.4833,95.5,84.29,63,67,5.82,MM,4/16/22 21:23
453,Lerwick,60.1545,-1.1494,44.6,96,100,20,GB,4/16/22 21:23
454,Kogon,39.7228,64.5517,66.24,55,0,11.5,UZ,4/16/22 21:23
455,Aswan,24.0934,32.907,85.68,11,0,10.4,EG,4/16/22 21:23
456,Angoche,-16.2325,39.9086,79.52,84,0,7.47,MZ,4/16/22 21:23
457,Banda Aceh,5.5577,95.3222,80.29,81,87,2.53,ID,4/16/22 21:24
458,Ugoofaaru,5.6667,73,83.82,75,100,8.32,MV,4/16/22 21:24
459,Isangel,-19.55,169.2667,87.91,70,40,2.3,VU,4/16/22 21:22
460,Watertown,42.3709,-71.1828,66.54,50,40,19.57,US,4/16/22 21:24
461,Tver,56.8619,35.8931,30.25,83,14,10.31,RU,4/16/22 21:19
462,Makokou,0.5738,12.8642,74.43,85,84,3,GA,4/16/22 21:24
463,Kankan,10.3854,-9.3057,88.32,39,78,6.35,GN,4/16/22 21:24
464,Abaza,52.655,90.0928,41.09,75,10,5.06,RU,4/16/22 21:24
465,Baltimore,39.2904,-76.6122,79.23,46,40,13.8,US,4/16/22 21:20
466,Wilmington,34.2257,-77.9447,73.31,82,40,8.05,US,4/16/22 21:24
467,Lingdong,46.5669,131.1453,33.22,43,3,5.48,CN,4/16/22 21:24
468,Babu,24.4167,111.5167,53.96,95,100,3.51,CN,4/16/22 21:24
469,Cap Malheureux,-19.9842,57.6142,76.46,85,12,5.99,MU,4/16/22 21:24
470,Anadyr,64.75,177.4833,32.5,80,75,11.18,RU,4/16/22 21:24
471,Saint-Joseph,-21.3667,55.6167,72.21,80,30,12.66,RE,4/16/22 21:24
472,Taoudenni,22.6783,-3.9836,81.19,17,0,11.56,ML,4/16/22 21:21
473,Rapid Valley,44.0625,-103.1463,46.76,38,40,21.85,US,4/16/22 21:24
474,Ridgecrest,35.6225,-117.6709,71.46,27,100,37.98,US,4/16/22 21:24
475,Fez,34.0372,-4.9998,61.05,47,0,8.05,MA,4/16/22 21:24
476,West Plains,36.7281,-91.8524,60.22,48,84,7,US,4/16/22 21:24
477,Tual,-5.6667,132.75,83.62,74,100,4.94,ID,4/16/22 21:24
478,Miranda,3.2499,-76.2281,77.13,91,100,1.95,CO,4/16/22 21:24
479,Smoky Lake,54.1169,-112.4686,29.12,78,100,9.1,CA,4/16/22 21:24
480,Georgiyevka,43.0369,74.7114,53.64,76,10,4.47,KZ,4/16/22 21:24
481,Yarke Pole,45.608,34.3172,47.75,71,92,4.88,UA,4/16/22 21:24
482,Bridlington,54.0831,-0.1919,50.9,84,100,17.76,GB,4/16/22 21:24
483,Smidovich,48.6,133.8167,34.05,77,100,12.59,RU,4/16/22 21:24
484,Pindiga,9.9833,10.9333,91.2,35,35,2.89,NG,4/16/22 21:24
485,Cherdyn,60.403,56.4787,14.77,96,18,4.07,RU,4/16/22 21:24
486,Tucuman,-26.8241,-65.2226,71.6,56,40,2.3,AR,4/16/22 21:24
487,Saint Anthony,45.0205,-93.218,42.93,36,0,19.57,US,4/16/22 21:24
488,Hilton Head Island,32.2163,-80.7526,77.11,85,75,8.05,US,4/16/22 21:23
489,Arman,59.7,150.1667,12.02,75,11,7.9,RU,4/16/22 21:24
490,Uyuni,-20.4597,-66.825,57.78,7,0,22.75,BO,4/16/22 21:24
491,Lagunas,-5.2269,-75.6753,84.9,70,97,2.62,PE,4/16/22 21:24
492,Kiama,-34.6833,150.8667,58.24,93,3,1.01,AU,4/16/22 21:24
493,Medicine Hat,50.0501,-110.6683,41.72,42,75,11.5,CA,4/16/22 21:24
494,Port Blair,11.6667,92.75,78.84,89,20,2.3,IN,4/16/22 21:23
495,Koscian,52.0883,16.6487,42.35,67,79,6.58,PL,4/16/22 21:24
496,Wenling,28.3669,121.36,54.25,59,98,6.22,CN,4/16/22 21:24
497,Megion,61.0296,76.1136,33.82,89,75,11.68,RU,4/16/22 21:24
498,Neuenburg,46.9918,6.931,49.93,64,1,18.41,CH,4/16/22 21:24
499,Chardara,41.2547,67.9692,67.26,51,100,2.73,KZ,4/16/22 21:24
500,Portland,45.5234,-122.6762,52.56,73,75,8.99,US,4/16/22 21:24
501,Benguela,-12.5763,13.4055,76.51,87,99,3.2,AO,4/16/22 21:24
502,Ankazoabo,-22.2833,44.5167,74.64,67,2,5.12,MG,4/16/22 21:24
503,Teofilo Otoni,-17.8575,-41.5053,68.97,79,100,3.09,BR,4/16/22 21:24
504,Altamira,-3.2033,-52.2064,86.09,74,40,3.44,BR,4/16/22 21:24
505,Sandnessjoen,66.0217,12.6316,42.66,95,100,7,NO,4/16/22 21:25
506,Boljevac,43.8303,21.9531,53.31,85,100,4.92,RS,4/16/22 21:25
507,San Miguel,13.4833,-88.1833,98.2,41,20,9.22,SV,4/16/22 21:25
508,Butte,39.6499,-121.5677,64.9,71,75,16.11,US,4/16/22 21:25
509,Pisco,-13.7,-76.2167,70.02,73,0,21.85,PE,4/16/22 21:25
510,Olga,43.7444,135.2892,41.68,70,100,4.7,RU,4/16/22 21:25
511,Riyadh,24.6877,46.7219,75.34,25,13,4.72,SA,4/16/22 21:21
512,Coos Bay,43.3665,-124.2179,52.93,81,20,17.27,US,4/16/22 21:25
513,Novouzensk,50.4592,48.1431,50.92,65,24,8.77,RU,4/16/22 21:25
514,Coronel Vivida,-25.9797,-52.5678,58.1,77,0,3.27,BR,4/16/22 21:25
515,Kamina,-8.7386,24.9906,64.87,97,89,2.91,CD,4/16/22 21:26
516,Breyten,-26.3018,29.987,47.55,98,100,9.82,ZA,4/16/22 21:26
517,Healdsburg,38.6105,-122.8692,70.11,58,75,11.5,US,4/16/22 21:26
518,Saint-Augustin,51.226,-58.6502,32.67,98,100,10.13,CA,4/16/22 21:26
519,Nishihara,26.1842,127.7558,65.48,68,75,8.05,JP,4/16/22 21:26
520,Vestmanna,62.1564,-7.1664,47.32,93,100,20.71,FO,4/16/22 21:26
521,Martapura,-3.4167,114.85,71.69,100,98,1.14,ID,4/16/22 21:26
522,Zigong,29.3416,104.7769,52.05,94,100,4.18,CN,4/16/22 21:26
523,Sesheke,-17.4759,24.2968,68.27,91,98,4.05,ZM,4/16/22 21:26
524,Henties Bay,-22.116,14.2845,60.51,81,14,5.17,NA,4/16/22 21:26
525,Paris,48.8534,2.3488,58.78,59,0,9.22,FR,4/16/22 21:22
526,Harper,4.375,-7.7169,79.52,81,98,7.92,LR,4/16/22 21:26
527,Kajaani,64.2273,27.7285,33.85,51,0,5.75,FI,4/16/22 21:26
528,Sao Jose Do Calcado,-21.0253,-41.6544,68.58,79,63,3.44,BR,4/16/22 21:26
529,Karia,11.7306,11.1629,89.67,36,94,11.74,NG,4/16/22 21:26
530,Sorata,-15.7667,-68.6333,54.41,62,11,5.1,BO,4/16/22 21:26
531,Bukachacha,52.9833,116.9167,21.49,72,100,3.15,RU,4/16/22 21:26
532,El Tigre,8.8875,-64.2454,92.86,31,93,13.4,VE,4/16/22 21:26
533,Alofi,-19.0595,-169.9187,82.29,83,30,2.3,NU,4/16/22 21:26
534,Pemba,-12.974,40.5178,79.41,84,2,12.77,MZ,4/16/22 21:26
535,Kirakira,-10.4544,161.9205,82.18,75,78,6.06,SB,4/16/22 21:26
536,Uglovskoye,51.3557,80.1942,49.75,35,6,11.01,RU,4/16/22 21:26
537,Lilongwe,-13.9669,33.7873,64.42,84,28,2.37,MW,4/16/22 21:26
538,Pacific Grove,36.6177,-121.9166,62.35,87,100,11.5,US,4/16/22 21:26
539,Lorengau,-2.0226,147.2712,81.27,80,39,4.63,PG,4/16/22 21:22
540,Santa Paula,34.3542,-119.0593,72.1,68,0,23.02,US,4/16/22 21:26
541,Moissala,8.3404,17.7663,89.76,30,88,6.13,TD,4/16/22 21:26
542,Boddam,57.4667,-1.7833,48.43,95,83,19.3,GB,4/16/22 21:26
543,Reconquista,-29.15,-59.65,67.41,68,83,6.11,AR,4/16/22 21:26
544,Port Hardy,50.6996,-127.4199,48.38,57,20,9.22,CA,4/16/22 21:26
545,Zhanakorgan,43.9098,67.2495,64.38,52,100,17.09,KZ,4/16/22 21:26
546,Maple Creek,49.9168,-109.4848,37.45,41,93,9.22,CA,4/16/22 21:26
547,Chingirlau,51.095,54.0814,45.03,61,13,6.49,KZ,4/16/22 21:26
548,San Cristobal,7.7669,-72.225,80.78,65,100,5.66,VE,4/16/22 21:26
549,Atyrau,47.1167,51.8833,44.62,93,44,2.24,KZ,4/16/22 21:22
550,Jurmala,56.968,23.7704,33.82,75,0,5.75,LV,4/16/22 21:26
551,Netrakona,24.8833,90.7167,72.36,79,51,10.42,BD,4/16/22 21:26
552,Pingliang,35.5392,106.6861,41.22,84,100,14.81,CN,4/16/22 21:27
553,West Bay,19.3667,-81.4167,85.06,74,40,5.75,KY,4/16/22 21:27
554,Chamba,32.5667,76.1333,63.95,41,2,10.74,IN,4/16/22 21:27
555,Semirom,31.4167,51.5667,47.16,66,0,6.24,IR,4/16/22 21:27
