City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
260,Kondopoga,62.2057,34.2614,46.08,88,100,8.12,overcast clouds,RU,2022-04-17 15:54:24
261,Carhuamayo,-10.9167,-76.0333,51.71,36,13,10.0,few clouds,PE,2022-04-17 15:54:25
262,Marystown,47.1666,-55.1483,40.37,96,90,17.36,overcast clouds,CA,2022-04-17 15:54:25
263,Saint-Philippe,-21.3585,55.7679,78.39,87,36,12.06,light rain,RE,2022-04-17 15:54:25
264,Salinópolis,-0.6136,-47.3561,82.06,82,99,6.22,overcast clouds,BR,2022-04-17 15:54:26
265,Tiksi,71.6872,128.8694,-7.02,98,48,2.91,scattered clouds,RU,2022-04-17 15:54:26
266,The Valley,18.217,-63.0578,84.34,58,20,20.71,few clouds,AI,2022-04-17 15:54:27
267,Camaná,-16.6228,-72.7111,69.85,74,73,8.99,broken clouds,PE,2022-04-17 15:54:27
268,Cap Malheureux,-19.9842,57.6142,79.47,88,34,4.0,scattered clouds,MU,2022-04-17 15:54:27
269,Harper,4.375,-7.7169,78.46,82,100,7.25,overcast clouds,LR,2022-04-17 15:54:28
270,Umarkot,25.3616,69.7362,90.28,40,1,18.57,clear sky,PK,2022-04-17 15:55:28
271,Moree,-29.4667,149.85,60.82,77,2,8.05,clear sky,AU,2022-04-17 15:55:29
272,Seoul,37.5683,126.9778,51.4,60,75,2.3,broken clouds,KR,2022-04-17 15:55:00
273,Provideniya,64.3833,-173.3,29.8,97,100,19.06,snow,RU,2022-04-17 15:55:29
274,Mingrelskaya,45.0134,38.3379,67.21,58,100,1.5,overcast clouds,RU,2022-04-17 15:55:30
275,Assiut,27.181,31.1837,105.98,7,83,9.86,broken clouds,EG,2022-04-17 15:55:30
276,Whitehorse,60.7161,-135.0538,20.17,62,100,6.91,light snow,CA,2022-04-17 15:55:30
277,Bangassou,4.7413,22.8184,77.77,76,55,1.77,light rain,CF,2022-04-17 15:55:31
278,Kikwit,-5.041,18.8162,71.96,96,100,7.96,heavy intensity rain,CD,2022-04-17 15:55:31
279,Walvis Bay,-22.9575,14.5053,70.75,52,0,8.05,clear sky,NA,2022-04-17 15:55:32
280,Sorong,-0.8833,131.25,82.18,79,99,12.88,overcast clouds,ID,2022-04-17 15:55:32
281,Saint George,37.1041,-113.5841,63.43,29,0,0.0,clear sky,US,2022-04-17 15:53:38
282,Severo-Yeniseyskiy,60.3725,93.0408,30.72,95,100,10.45,light snow,RU,2022-04-17 15:55:32
283,Abu Kamal,34.4506,40.9171,77.65,15,13,4.43,few clouds,SY,2022-04-17 15:55:33
284,Cedar Rapids,42.0083,-91.6441,41.13,53,100,7.0,overcast clouds,US,2022-04-17 15:54:42
285,Baykit,61.67,96.37,33.39,86,100,12.06,overcast clouds,RU,2022-04-17 15:55:34
286,Palana,59.1167,159.9667,12.36,96,95,5.23,overcast clouds,RU,2022-04-17 15:55:34
287,Ismailia,30.6043,32.2723,96.87,14,0,16.11,clear sky,EG,2022-04-17 15:55:34
288,Sumbe,-11.2061,13.8437,80.13,84,89,7.23,overcast clouds,AO,2022-04-17 15:55:35
289,Kimbe,-5.5502,150.1429,75.78,94,41,3.11,light rain,PG,2022-04-17 15:55:35
290,Marrakesh,31.6315,-8.0083,91.47,13,0,5.75,clear sky,MA,2022-04-17 15:55:36
291,Hofn,64.2539,-15.2082,46.63,80,20,8.7,few clouds,IS,2022-04-17 15:55:36
292,Hobyo,5.3505,48.5268,84.15,78,18,18.14,few clouds,SO,2022-04-17 15:55:36
293,Ulladulla,-35.35,150.4667,58.1,80,81,6.49,broken clouds,AU,2022-04-17 15:55:37
294,Bilma,18.6853,12.9164,97.29,6,35,10.0,scattered clouds,NE,2022-04-17 15:55:37
295,Porto Tolle,44.9497,12.3245,61.03,47,7,8.61,clear sky,IT,2022-04-17 15:55:38
296,La Colmena,-25.8833,-56.8167,76.32,49,17,1.28,few clouds,PY,2022-04-17 15:55:38
297,Puksoozero,62.5903,40.6066,33.42,98,100,8.52,snow,RU,2022-04-17 15:55:38
298,Terney,45.0503,136.6092,39.02,60,99,6.02,overcast clouds,RU,2022-04-17 15:55:39
299,Biak,-0.9131,122.8766,76.26,80,98,2.66,overcast clouds,ID,2022-04-17 15:55:39
300,Bereda,43.2686,-7.5406,65.41,70,95,6.71,overcast clouds,ES,2022-04-17 15:55:40
301,Saint-Augustin,51.226,-58.6502,34.32,99,100,11.18,overcast clouds,CA,2022-04-17 15:53:48
302,Solton,52.8429,86.4787,56.01,49,100,3.65,overcast clouds,RU,2022-04-17 15:55:40
303,Upata,8.0086,-62.3989,91.22,31,84,9.08,broken clouds,VE,2022-04-17 15:55:41
304,Kushima,31.4583,131.2333,56.43,80,39,2.86,scattered clouds,JP,2022-04-17 15:55:41
305,Maracaju,-21.6144,-55.1683,77.34,39,21,6.31,few clouds,BR,2022-04-17 15:55:41
306,Nālūt,30.3333,10.85,72.46,22,0,14.7,clear sky,LY,2022-04-17 15:55:42
307,Iwanai,42.9744,140.5089,39.9,91,86,6.11,overcast clouds,JP,2022-04-17 15:55:42
308,Laem Sing,12.4816,102.0738,86.14,100,100,4.09,light rain,TH,2022-04-17 15:55:43
309,Khobi,42.3156,41.8987,61.97,59,48,6.51,scattered clouds,GE,2022-04-17 15:55:43
310,Naze,28.3667,129.4833,63.52,62,82,6.31,broken clouds,JP,2022-04-17 15:55:43
311,Wahiawā,21.5028,-158.0236,70.21,80,20,0.0,few clouds,US,2022-04-17 15:55:44
312,Sakakah,29.9697,40.2064,87.37,8,6,8.08,clear sky,SA,2022-04-17 15:55:44
313,Klyuchi,52.2667,79.1667,60.01,41,91,8.37,overcast clouds,RU,2022-04-17 15:55:45
314,San Fernando del Valle de Catamarca,-28.4696,-65.7852,75.78,47,0,4.0,clear sky,AR,2022-04-17 15:55:45
315,Mpigi,0.225,32.3136,76.01,76,93,3.36,overcast clouds,UG,2022-04-17 15:56:46
316,Severnyy,50.677,36.5532,46.44,100,75,4.47,light intensity shower rain,RU,2022-04-17 15:56:46
317,Moerai,-22.4333,-151.3333,78.84,72,74,3.36,broken clouds,PF,2022-04-17 15:56:46
318,Nizhneivkino,58.194,49.5214,25.3,94,58,3.47,broken clouds,RU,2022-04-17 15:56:47
319,Kaeo,-35.1,173.7833,66.33,97,100,17.27,moderate rain,NZ,2022-04-17 15:56:47
320,Kahului,20.8947,-156.47,72.84,86,25,1.99,scattered clouds,US,2022-04-17 15:56:48
321,Mastic Beach,40.7668,-72.8521,51.12,40,1,18.01,clear sky,US,2022-04-17 15:56:48
322,Vryburg,-26.9566,24.7284,63.61,71,54,3.31,moderate rain,ZA,2022-04-17 15:56:49
323,Bāfq,31.6128,55.4107,73.54,28,29,21.85,scattered clouds,IR,2022-04-17 15:56:49
324,Ponta Delgada,37.7333,-25.6667,65.12,68,40,18.41,scattered clouds,PT,2022-04-17 15:56:49
325,Hasaki,35.7333,140.8333,52.29,68,76,8.25,broken clouds,JP,2022-04-17 15:56:50
326,Ketchikan,55.3422,-131.6461,41.47,65,80,3.33,broken clouds,US,2022-04-17 15:56:50
327,Filingué,14.3521,3.3168,99.84,7,87,12.35,overcast clouds,NE,2022-04-17 15:56:51
328,Zhigansk,66.7697,123.3711,25.3,87,100,30.22,overcast clouds,RU,2022-04-17 15:56:51
329,Río Gallegos,-51.6226,-69.2181,53.65,47,0,13.8,clear sky,AR,2022-04-17 15:56:52
330,Smiltene,57.4244,25.9016,49.55,46,90,4.72,overcast clouds,LV,2022-04-17 15:56:52
331,Yokadouma,3.5167,15.05,92.75,37,57,3.47,broken clouds,CM,2022-04-17 15:56:53
332,Campoverde,-8.4753,-74.8058,85.69,49,8,5.14,clear sky,PE,2022-04-17 15:56:53
333,Hervey Bay,-25.2986,152.8535,65.01,87,35,10.0,scattered clouds,AU,2022-04-17 15:56:53
334,Srednekolymsk,67.45,153.6833,4.5,98,100,5.12,overcast clouds,RU,2022-04-17 15:52:31
335,Tongliao,43.6125,122.2653,46.76,50,90,4.32,overcast clouds,CN,2022-04-17 15:56:54
336,Broome,42.2506,-75.833,39.47,63,100,8.01,overcast clouds,US,2022-04-17 15:56:54
337,Lázaro Cárdenas,17.9583,-102.2,81.23,59,77,5.66,broken clouds,MX,2022-04-17 15:55:00
338,Yamada,39.4667,141.95,44.19,83,0,5.53,clear sky,JP,2022-04-17 15:56:55
339,Cabinda,-5.55,12.2,86.14,70,20,8.05,few clouds,AO,2022-04-17 15:56:55
340,Taoudenni,22.6783,-3.9836,90.61,15,0,15.77,clear sky,ML,2022-04-17 15:56:56
341,Beringovskiy,63.05,179.3167,29.34,98,100,15.17,snow,RU,2022-04-17 15:56:56
342,Salym,60.0625,71.4789,22.75,95,65,2.28,broken clouds,RU,2022-04-17 15:56:56
343,Palu,-0.8917,119.8707,75.99,96,81,3.13,broken clouds,ID,2022-04-17 15:56:57
344,Svirstroy,60.7999,33.7248,36.18,89,99,4.74,overcast clouds,RU,2022-04-17 15:56:57
345,Praia da Vitória,38.7333,-27.0667,64.65,72,40,13.0,scattered clouds,PT,2022-04-17 15:56:58
346,Shaowu,27.3409,117.4831,56.52,97,100,2.17,overcast clouds,CN,2022-04-17 15:56:58
347,At-Bashi,41.1702,75.8106,52.74,40,95,3.24,overcast clouds,KG,2022-04-17 15:56:58
348,Saint-Pierre,-21.3393,55.4781,78.48,83,21,18.41,few clouds,RE,2022-04-17 15:56:59
349,São Paulo de Olivença,-3.3783,-68.8725,83.68,79,93,0.85,overcast clouds,BR,2022-04-17 15:56:59
350,Dicabisagan,17.0818,122.4157,76.53,87,79,7.58,broken clouds,PH,2022-04-17 15:56:59
351,Corning,42.1428,-77.0547,38.57,65,98,13.29,overcast clouds,US,2022-04-17 15:57:00
352,Kloulklubed,7.0419,134.2556,73.9,71,100,3.27,overcast clouds,PW,2022-04-17 15:57:00
353,Cervo,43.6702,-7.4101,59.16,78,79,6.15,broken clouds,ES,2022-04-17 15:57:01
354,Vágur,61.4732,-6.8119,46.98,95,100,12.53,overcast clouds,FO,2022-04-17 15:57:01
355,Necochea,-38.5473,-58.7368,68.29,51,78,3.69,broken clouds,AR,2022-04-17 15:57:02
356,Mahibadhoo,3.7833,72.9667,84.61,73,100,13.27,overcast clouds,MV,2022-04-17 15:57:02
357,Rio Brilhante,-21.8019,-54.5464,78.06,40,6,5.59,clear sky,BR,2022-04-17 15:57:02
358,Lakshmīpur,22.95,90.8333,81.12,87,62,12.37,broken clouds,BD,2022-04-17 15:57:03
359,San Cristobal,7.7669,-72.225,66.38,96,100,1.66,overcast clouds,VE,2022-04-17 15:58:03
360,Verkhoyansk,67.5447,133.385,-2.18,99,38,3.24,scattered clouds,RU,2022-04-17 15:58:04
361,Esmeraldas,-19.7625,-44.3139,80.71,46,4,1.3,clear sky,BR,2022-04-17 15:58:04
362,Chornukhy,50.2673,32.942,41.7,72,83,6.13,broken clouds,UA,2022-04-17 15:58:05
363,Virden,39.5009,-89.7679,46.09,53,97,13.4,overcast clouds,US,2022-04-17 15:58:05
364,Jerusalem,31.769,35.2163,88.0,16,1,1.01,clear sky,IL,2022-04-17 15:58:06
365,Saldanha,-33.0117,17.9442,78.85,71,2,11.23,clear sky,ZA,2022-04-17 15:58:06
366,Santiago,-33.4569,-70.6483,80.29,45,0,2.3,clear sky,CL,2022-04-17 15:58:07
367,Te Anau,-45.4167,167.7167,44.78,93,22,2.13,few clouds,NZ,2022-04-17 15:58:07
368,Talnakh,69.4865,88.3972,9.21,96,100,8.14,light snow,RU,2022-04-17 15:58:07
369,Ürümqi,43.801,87.6005,61.75,10,0,6.71,clear sky,CN,2022-04-17 15:58:04
370,Okha,53.5739,142.9478,19.38,94,80,0.96,broken clouds,RU,2022-04-17 15:58:08
371,Uruguaiana,-29.7547,-57.0883,69.73,64,40,10.36,scattered clouds,BR,2022-04-17 15:58:08
372,Ust-Nera,64.5667,143.2,2.68,100,85,2.37,overcast clouds,RU,2022-04-17 15:58:09
373,Castaños,26.7833,-101.4167,83.34,59,90,5.35,overcast clouds,MX,2022-04-17 15:58:09
374,Leshukonskoye,64.8989,45.7622,33.37,98,100,7.38,light snow,RU,2022-04-17 15:58:09
375,Ternate,0.8,127.4,80.83,80,82,5.57,broken clouds,ID,2022-04-17 15:58:10
376,Ayagoz,47.9714,80.4392,58.14,19,84,5.14,broken clouds,KZ,2022-04-17 15:58:10
377,São José da Coroa Grande,-8.8978,-35.1478,84.34,70,70,8.16,broken clouds,BR,2022-04-17 15:58:11
378,São Gabriel da Cachoeira,-0.1303,-67.0892,84.0,79,40,4.61,scattered clouds,BR,2022-04-17 15:58:11
379,Port Hardy,50.6996,-127.4199,41.0,93,20,3.44,few clouds,CA,2022-04-17 15:58:12
380,Sørland,67.667,12.6934,44.46,88,100,19.28,overcast clouds,NO,2022-04-17 15:58:12
381,Omboué,-1.5746,9.2618,82.27,76,98,7.92,overcast clouds,GA,2022-04-17 15:58:12
382,Sonoita,31.85,-112.8333,78.28,14,0,4.79,clear sky,MX,2022-04-17 15:58:13
383,Xingyi,24.1877,102.817,60.73,84,74,4.54,broken clouds,CN,2022-04-17 15:58:13
384,Ancud,-41.8697,-73.8203,63.23,76,100,3.8,overcast clouds,CL,2022-04-17 15:58:14
385,Belmonte,-15.8631,-38.8828,78.19,77,100,15.43,light rain,BR,2022-04-17 15:58:14
386,São Marcos,-28.9711,-51.0681,70.2,45,9,2.35,clear sky,BR,2022-04-17 15:58:14
387,Novokizhinginsk,51.6115,109.5917,40.57,75,30,5.53,scattered clouds,RU,2022-04-17 15:58:15
388,Porto-Novo,6.4965,2.6036,86.04,67,69,11.25,broken clouds,BJ,2022-04-17 15:56:43
389,Qingdao,36.0986,120.3719,56.8,47,0,8.95,clear sky,CN,2022-04-17 15:58:15
390,Kilakarai,9.2333,78.7833,86.85,68,55,11.72,light rain,IN,2022-04-17 15:58:16
391,Emerald,-23.5333,148.1667,64.54,72,0,8.05,clear sky,AU,2022-04-17 15:58:16
392,Wajir,1.7471,40.0573,91.58,39,100,6.98,overcast clouds,KE,2022-04-17 15:58:17
393,Cherëmukhovo,60.3484,59.9851,20.95,92,31,2.93,scattered clouds,RU,2022-04-17 15:58:17
394,Uenohara,35.6167,139.1167,56.44,92,88,2.66,overcast clouds,JP,2022-04-17 15:58:17
395,San Quintín,30.4833,-115.95,63.03,69,0,14.97,clear sky,MX,2022-04-17 15:58:18
396,Alyangula,-13.8483,136.4192,75.07,94,100,0.0,overcast clouds,AU,2022-04-17 15:58:18
397,Nicoya,10.1483,-85.452,91.22,34,100,7.49,overcast clouds,CR,2022-04-17 15:58:19
398,Mehrān,33.1222,46.1646,78.04,14,0,16.22,clear sky,IR,2022-04-17 15:58:19
399,Oil City,41.4339,-79.7064,37.08,59,100,6.91,overcast clouds,US,2022-04-17 15:58:19
400,Jacmel,18.2342,-72.5347,83.28,58,34,8.68,scattered clouds,HT,2022-04-17 15:58:20
401,Leland,34.2563,-78.0447,78.94,72,99,8.23,overcast clouds,US,2022-04-17 15:54:05
402,Helong,42.5397,128.9972,40.12,77,88,3.27,overcast clouds,CN,2022-04-17 15:58:20
403,Grindavik,63.8424,-22.4338,45.07,57,75,10.36,broken clouds,IS,2022-04-17 15:58:21
404,Coyhaique,-45.5752,-72.0662,45.21,81,100,0.0,fog,CL,2022-04-17 15:58:21
405,Boa Vista,2.8197,-60.6733,89.58,48,75,12.66,broken clouds,BR,2022-04-17 15:59:22
406,Huambo,-12.7761,15.7392,66.33,90,100,4.72,moderate rain,AO,2022-04-17 15:59:22
407,Tautira,-17.7333,-149.15,80.47,75,27,13.87,scattered clouds,PF,2022-04-17 15:59:22
408,Sisophon,13.5859,102.9737,76.71,85,100,8.72,overcast clouds,KH,2022-04-17 15:59:23
409,Korgen,66.0771,13.8153,51.93,99,98,3.2,overcast clouds,NO,2022-04-17 15:59:23
410,Ambilobe,-13.2,49.05,76.55,85,3,2.42,clear sky,MG,2022-04-17 15:59:24
411,Isetskoye,56.4858,65.3226,36.59,74,27,5.41,scattered clouds,RU,2022-04-17 15:59:24
412,Madang,-5.2246,145.7966,76.3,90,75,2.62,broken clouds,PG,2022-04-17 15:56:40
413,Quryq,43.2,51.65,57.6,61,0,8.1,clear sky,KZ,2022-04-17 15:59:25
414,Lüderitz,-26.6481,15.1594,69.96,59,0,12.17,clear sky,NA,2022-04-17 15:59:25
415,Manubul,5.4732,120.7986,82.6,75,38,5.48,scattered clouds,PH,2022-04-17 15:59:25
416,Manaure,11.7751,-72.4445,86.23,62,99,14.81,overcast clouds,CO,2022-04-17 15:59:26
417,Soyo,-6.1349,12.3689,81.95,79,70,8.97,broken clouds,AO,2022-04-17 15:59:26
418,Tekanto,21.0167,-89.1,91.87,35,3,6.22,clear sky,MX,2022-04-17 15:59:27
419,Vao,-22.6667,167.4833,76.68,70,16,3.8,few clouds,NC,2022-04-17 15:58:46
420,Arrifes,37.7667,-25.7,62.85,68,40,18.41,scattered clouds,PT,2022-04-17 15:59:27
421,Muncar,-8.4333,114.3333,78.3,87,100,2.82,overcast clouds,ID,2022-04-17 15:59:28
422,General Roca,-39.0333,-67.5833,68.77,40,0,10.54,clear sky,AR,2022-04-17 15:55:07
423,Stara Moravica,45.8689,19.4661,50.45,41,97,17.6,overcast clouds,RS,2022-04-17 15:59:28
424,Kibala,9.1104,18.3463,103.95,27,40,6.91,thunderstorm,TD,2022-04-17 15:59:28
425,Kumul,42.8,93.45,59.56,14,0,6.64,clear sky,CN,2022-04-17 15:55:39
426,Touros,-5.1989,-35.4608,86.79,60,97,10.33,overcast clouds,BR,2022-04-17 15:59:29
427,Kabalo,-6.05,26.9167,75.61,85,71,2.42,light rain,CD,2022-04-17 15:59:29
428,Todos Santos,23.45,-110.2167,75.16,44,100,4.99,overcast clouds,MX,2022-04-17 15:59:30
429,Abalak,58.1286,68.5944,31.21,82,51,3.29,broken clouds,RU,2022-04-17 15:59:30
430,Fethiye,36.6217,29.1164,69.67,31,100,10.92,overcast clouds,TR,2022-04-17 15:59:30
431,Port Lincoln,-34.7333,135.8667,62.38,81,100,11.03,light rain,AU,2022-04-17 15:59:31
432,Ahipara,-35.1667,173.1667,68.25,92,100,14.74,light rain,NZ,2022-04-17 15:59:31
433,Carbonear,47.7332,-53.2148,48.04,83,87,16.73,overcast clouds,CA,2022-04-17 15:59:32
434,Aranos,-24.1333,19.1167,83.03,18,8,15.1,clear sky,NA,2022-04-17 15:59:32
435,Terme,41.2092,36.9739,55.54,72,100,7.72,overcast clouds,TR,2022-04-17 15:59:32
436,Boende,-0.2167,20.8667,83.37,63,92,3.0,overcast clouds,CD,2022-04-17 15:59:33
437,Longonjo,-12.9067,15.2533,69.94,88,78,4.36,moderate rain,AO,2022-04-17 15:59:33
438,Boguchany,58.3814,97.4531,46.72,88,73,11.1,broken clouds,RU,2022-04-17 15:59:34
439,Solnechnyy,50.7214,136.6319,24.85,96,100,4.45,overcast clouds,RU,2022-04-17 15:59:34
440,Sandakan,5.8402,118.1179,82.08,83,20,3.44,few clouds,MY,2022-04-17 15:59:34
441,Tuatapere,-46.1333,167.6833,44.1,90,1,3.78,clear sky,NZ,2022-04-17 15:59:35
442,Fare,-16.7,-151.0167,80.47,73,6,11.23,clear sky,PF,2022-04-17 15:59:35
443,Strezhevoy,60.7333,77.5889,22.69,93,100,7.23,overcast clouds,RU,2022-04-17 15:59:35
444,Jalu,29.0331,21.5482,82.74,24,32,17.78,scattered clouds,LY,2022-04-17 15:59:36
445,Sattenapalle,16.4,80.1833,81.97,60,51,19.13,broken clouds,IN,2022-04-17 15:59:36
446,Tra Vinh,9.9347,106.3453,81.41,74,86,8.21,overcast clouds,VN,2022-04-17 15:59:36
447,Coxim,-18.5067,-54.76,85.66,24,0,6.67,clear sky,BR,2022-04-17 15:59:37
448,Catuday,16.2923,119.8062,80.17,74,35,3.71,scattered clouds,PH,2022-04-17 15:59:37
449,Dunhua,43.3725,128.2425,39.67,42,100,1.54,overcast clouds,CN,2022-04-17 16:00:37
450,Delray Beach,26.4615,-80.0728,86.04,76,97,10.0,overcast clouds,US,2022-04-17 16:00:38
451,Margate,51.3813,1.3862,59.88,64,75,1.01,broken clouds,GB,2022-04-17 16:00:38
452,Kiryat Gat,31.61,34.7642,95.68,31,1,10.09,clear sky,IL,2022-04-17 16:00:39
453,Karasjok,69.4719,25.5112,39.18,95,100,11.03,light rain,NO,2022-04-17 16:00:39
454,Anamur,36.0751,32.8369,69.71,43,99,13.51,light rain,TR,2022-04-17 16:00:40
455,Takoradze,4.8845,-1.7554,83.39,75,100,12.17,light rain,GH,2022-04-17 16:00:40
456,Floriano,-6.7669,-43.0225,88.83,60,57,2.08,broken clouds,BR,2022-04-17 16:00:40
457,Port Hedland,-20.3167,118.5667,78.85,89,17,4.61,few clouds,AU,2022-04-17 15:58:07
458,Soe,-9.8607,124.284,66.49,93,100,3.91,overcast clouds,ID,2022-04-17 16:00:41
459,Jinotega,13.0917,-86.0018,82.49,36,30,7.65,scattered clouds,NI,2022-04-17 16:00:41
460,Elizabeth City,36.2946,-76.2511,64.42,61,98,1.01,overcast clouds,US,2022-04-17 16:00:42
461,San Patricio,28.017,-97.5169,84.29,61,80,10.22,broken clouds,US,2022-04-17 15:56:23
462,Evensk,61.95,159.2333,23.68,84,100,8.48,overcast clouds,RU,2022-04-17 15:57:23
463,Bogotol,56.2078,89.5342,44.26,92,100,8.52,overcast clouds,RU,2022-04-17 16:00:42
464,Clyde River,70.4692,-68.5914,-5.93,92,99,5.59,overcast clouds,CA,2022-04-17 16:00:43
465,Kapurthala Town,31.3794,75.3847,86.23,12,10,4.38,clear sky,IN,2022-04-17 16:00:43
466,Pangai,-19.8,-174.35,80.87,77,69,11.7,broken clouds,TO,2022-04-17 16:00:44
467,Kupang,-10.1667,123.5833,79.0,85,98,7.05,overcast clouds,ID,2022-04-17 16:00:44
468,Tura,25.5198,90.2201,69.67,81,2,8.95,clear sky,IN,2022-04-17 16:00:28
469,Brae,60.3964,-1.353,50.34,85,100,13.11,overcast clouds,GB,2022-04-17 16:00:45
470,Kumluca,36.3703,30.2869,69.4,39,100,2.86,light rain,TR,2022-04-17 16:00:45
471,Masuda,34.6667,131.85,51.3,45,100,4.74,overcast clouds,JP,2022-04-17 16:00:46
472,La Reforma,18.1,-91.0167,88.21,47,2,11.1,clear sky,MX,2022-04-17 16:00:46
473,Nazarovo,56.0064,90.3914,47.41,85,100,6.08,overcast clouds,RU,2022-04-17 16:00:46
474,Banda Aceh,5.5577,95.3222,80.65,73,41,4.72,scattered clouds,ID,2022-04-17 15:56:24
475,Mikuni,36.2171,136.1519,51.8,72,1,5.12,clear sky,JP,2022-04-17 16:00:47
476,Benguela,-12.5763,13.4055,79.21,84,68,5.12,moderate rain,AO,2022-04-17 16:00:33
477,Mount Isa,-20.7333,139.5,64.17,48,0,0.0,clear sky,AU,2022-04-17 16:00:48
478,Santa Flavia,38.085,13.5351,55.13,87,97,13.0,overcast clouds,IT,2022-04-17 16:00:48
479,Kholmogory,64.2229,41.656,34.12,98,100,6.08,light snow,RU,2022-04-17 16:00:49
480,Muaná,-1.5283,-49.2167,84.92,73,76,3.4,broken clouds,BR,2022-04-17 16:00:49
481,Byron Bay,-28.65,153.6167,63.95,84,85,6.71,overcast clouds,AU,2022-04-17 15:59:21
482,Jalingo,8.8833,11.3667,76.35,78,85,2.68,moderate rain,NG,2022-04-17 16:00:50
483,Sabang,5.8933,95.3214,83.93,67,71,5.26,broken clouds,ID,2022-04-17 16:00:50
484,Atar,20.5169,-13.0499,102.25,18,4,18.41,sand,MR,2022-04-17 15:58:53
485,Nanortalik,60.1432,-45.2371,30.92,79,100,6.44,overcast clouds,GL,2022-04-17 16:00:51
486,Bagdarin,54.4333,113.6,30.61,90,100,4.32,overcast clouds,RU,2022-04-17 16:00:51
487,Vozhega,60.4725,40.2213,34.47,91,100,3.65,overcast clouds,RU,2022-04-17 16:00:52
488,Guerrero Negro,27.9769,-114.0611,65.01,67,50,14.29,scattered clouds,MX,2022-04-17 16:00:52
489,Kruisfontein,-34.0033,24.7314,63.88,76,31,5.57,scattered clouds,ZA,2022-04-17 16:00:53
490,Santa Cruz de la Sierra,-17.8,-63.1667,78.85,38,40,16.11,scattered clouds,BO,2022-04-17 15:59:33
491,Kolpny,52.2282,37.0368,41.5,88,100,10.78,overcast clouds,RU,2022-04-17 16:00:53
492,Yazman,29.1212,71.7446,94.95,11,56,19.98,broken clouds,PK,2022-04-17 16:00:54
493,Phalombe,-15.8064,35.6507,68.77,93,49,5.28,scattered clouds,MW,2022-04-17 16:00:54
494,Nizhniy Ufaley,55.9153,59.9842,36.01,78,62,2.37,broken clouds,RU,2022-04-17 16:00:55
495,Banfora,10.6333,-4.7667,95.02,28,91,5.59,overcast clouds,BF,2022-04-17 16:01:55
496,Buin,-33.7333,-70.75,71.87,29,0,5.77,clear sky,CL,2022-04-17 16:01:55
497,Carutapera,-1.195,-46.02,84.96,71,62,4.76,broken clouds,BR,2022-04-17 16:01:56
498,Pacific Grove,36.6177,-121.9166,50.09,86,3,7.0,clear sky,US,2022-04-17 16:01:56
499,Jaguaruna,-28.615,-49.0256,70.25,57,86,6.38,overcast clouds,BR,2022-04-17 16:01:57
500,Malgrat de Mar,41.6466,2.7414,69.98,52,12,7.0,few clouds,ES,2022-04-17 16:01:57
501,Kununurra,-15.7667,128.7333,76.98,88,17,1.14,few clouds,AU,2022-04-17 16:01:57
502,Pasichna,48.5715,24.43,36.05,75,97,6.64,overcast clouds,UA,2022-04-17 16:01:58
503,Honningsvåg,70.9821,25.9704,40.75,93,100,24.16,overcast clouds,NO,2022-04-17 16:01:58
504,Derzhavīnsk,51.1,66.3167,57.13,54,98,6.91,overcast clouds,KZ,2022-04-17 16:01:59
505,Mount Gambier,-37.8333,140.7667,55.31,100,100,6.91,mist,AU,2022-04-17 16:01:59
506,Kitami,43.8031,143.8908,39.11,87,63,5.28,broken clouds,JP,2022-04-17 16:02:00
507,Vangaindrano,-23.35,47.6,74.25,86,1,5.35,clear sky,MG,2022-04-17 16:02:00
508,Geraldton,-28.7667,114.6,61.21,63,18,16.11,few clouds,AU,2022-04-17 16:02:00
509,Novozavedennoye,44.2628,43.6381,63.7,64,53,7.58,broken clouds,RU,2022-04-17 16:02:01
510,Carndonagh,55.25,-7.2667,55.02,95,100,7.09,moderate rain,IE,2022-04-17 16:02:01
511,Coquimbo,-29.9533,-71.3436,63.03,69,30,6.73,scattered clouds,CL,2022-04-17 16:02:02
512,Galveston,29.3669,-94.9669,82.04,84,100,9.22,haze,US,2022-04-17 16:02:03
513,North Branch,45.5113,-92.9802,42.98,55,82,5.01,broken clouds,US,2022-04-17 15:58:49
514,Gavrilov-Yam,57.3018,39.8533,44.44,66,23,7.34,few clouds,RU,2022-04-17 16:02:03
515,Magadan,59.5667,150.8,21.43,81,100,5.84,overcast clouds,RU,2022-04-17 16:02:04
516,St. George's,12.0564,-61.7485,83.88,70,20,25.32,few clouds,GD,2022-04-17 15:59:29
517,Kouqian,43.6391,126.4578,44.02,32,99,1.95,overcast clouds,CN,2022-04-17 16:02:04
518,Águilas,37.4063,-1.5829,69.66,58,3,7.11,clear sky,ES,2022-04-17 15:59:27
519,Warri,5.5167,5.75,76.95,93,100,6.04,overcast clouds,NG,2022-04-17 16:02:05
520,Laguna,38.421,-121.4238,59.09,77,0,9.22,clear sky,US,2022-04-17 15:58:40
521,Tadine,-21.55,167.8833,75.47,79,87,3.58,overcast clouds,NC,2022-04-17 16:02:05
522,Buala,-8.145,159.5921,79.57,82,98,6.22,light rain,SB,2022-04-17 16:02:06
523,Lorengau,-2.0226,147.2712,81.27,81,65,4.83,broken clouds,PG,2022-04-17 16:02:06
